bank_id,bank_name,branch_name,district,state,ifsc,manager_name,phone,email,latitude,longitude,loan_available,insurance_available,government_linked,working_days
UBI001,Union Bank of India,Adilabad Town Branch,Adilabad,Telangana,UBIN0371692,Anitha Naik,040-25217462,branch.adilabad.town.branch@unionbankofindia.co.in,19.633694,78.528312,Yes,Yes,Yes,"Monday to Saturday (10:00 AM - 4:00 PM), except 2nd & 4th Saturday"
UBI002,Union Bank of India,Warangal Rural Circle Office Branch,Warangal Rural,Telangana,UBIN0331546,Pooja Reddy Gari,040-23949390,branch.warangal.rural.circle.office.branch@unionbankofindia.co.in,17.995567,79.413054,Yes,Yes,No,"Monday to Saturday (10:00 AM - 5:00 PM), Sunday Closed"
UBI003,Union Bank of India,Khammam Market Road Branch,Khammam,Telangana,UBIN0503819,Meena Rao,040-23065342,branch.khammam.market.road.branch@unionbankofindia.co.in,17.271806,80.11378,Yes,Yes,Yes,"Monday to Friday (10:00 AM - 4:00 PM), Saturday (10:00 AM - 2:00 PM)"
UBI004,Union Bank of India,Suryapet RTC Cross Roads Branch,Suryapet,Telangana,UBIN0084239,Meena Naidu,040-23504301,branch.suryapet.rtc.cross.roads.branch@unionbankofindia.co.in,17.148897,79.663321,Yes,No,Yes,"Monday to Saturday (10:00 AM - 5:00 PM), Sunday Closed"
UBI005,Union Bank of India,Nizamabad RTC Cross Roads Branch,Nizamabad,Telangana,UBIN0780227,Rajesh Sharma,040-28707722,branch.nizamabad.rtc.cross.roads.branch@unionbankofindia.co.in,18.690333,78.089476,Yes,Yes,No,"Monday to Saturday (10:00 AM - 5:00 PM), Sunday Closed"
UBI006,Union Bank of India,Kamareddy Mandal Branch,Kamareddy,Telangana,UBIN0787164,Kavitha Patel,040-28587457,branch.kamareddy.mandal.branch@unionbankofindia.co.in,18.323427,78.386983,Yes,Yes,Yes,"Monday to Friday (10:00 AM - 4:00 PM), Saturday (10:00 AM - 2:00 PM)"
UBI007,Union Bank of India,Khammam Circle Office Branch,Khammam,Telangana,UBIN0131447,Mahesh Prasad,040-27032860,branch.khammam.circle.office.branch@unionbankofindia.co.in,17.214438,80.12495,Yes,Yes,Yes,"Monday to Saturday (10:00 AM - 5:00 PM), Sunday Closed"
UBI008,Union Bank of India,Mahbubnagar Extension Counter,Mahbubnagar,Telangana,UBIN0054789,Lakshmi Prasad,040-23318276,branch.mahbubnagar.extension.counter@unionbankofindia.co.in,16.714579,77.983225,Yes,No,Yes,"Monday to Saturday (10:00 AM - 4:00 PM), except 2nd & 4th Saturday"
UBI009,Union Bank of India,Warangal Rural Extension Counter,Warangal Rural,Telangana,UBIN0893058,Krishna Goud,040-25760817,branch.warangal.rural.extension.counter@unionbankofindia.co.in,17.991416,79.456834,Yes,Yes,No,"Monday to Friday (9:30 AM - 3:30 PM), Saturday (9:30 AM - 1:30 PM)"
UBI010,Union Bank of India,Warangal Rural Town Branch,Warangal Rural,Telangana,UBIN0767121,Meena Yadav,040-29601553,branch.warangal.rural.town.branch@unionbankofindia.co.in,17.950602,79.459314,Yes,Yes,Yes,"Monday to Saturday (10:00 AM - 4:00 PM), except 2nd & 4th Saturday"
UBI011,Union Bank of India,Khammam Main Branch,Khammam,Telangana,UBIN0547118,Krishna Sharma,040-20295334,branch.khammam.main.branch@unionbankofindia.co.in,17.218805,80.163644,No,Yes,No,"Monday to Saturday (10:00 AM - 4:00 PM), except 2nd & 4th Saturday"
UBI012,Union Bank of India,Nizamabad Town Branch,Nizamabad,Telangana,UBIN0145787,Prasad Patel,040-28608672,branch.nizamabad.town.branch@unionbankofindia.co.in,18.684682,78.071317,Yes,Yes,Yes,"Monday to Saturday (10:00 AM - 4:00 PM), except 2nd & 4th Saturday"
UBI013,Union Bank of India,Bhadradri Kothagudem Circle Office Branch,Bhadradri Kothagudem,Telangana,UBIN0107959,Bhavani Rao,040-27279292,branch.bhadradri.kothagudem.circle.office.branch@unionbankofindia.co.in,17.520108,80.570227,Yes,Yes,No,"Monday to Saturday (10:00 AM - 5:00 PM), Sunday Closed"
UBI014,Union Bank of India,Vikarabad Mandal Branch,Vikarabad,Telangana,UBIN0606446,Deepika Prasad,040-26185664,branch.vikarabad.mandal.branch@unionbankofindia.co.in,17.387254,77.914939,Yes,Yes,No,"Monday to Friday (10:00 AM - 4:00 PM), Saturday (10:00 AM - 2:00 PM)"
UBI015,Union Bank of India,Vikarabad Market Road Branch,Vikarabad,Telangana,UBIN0782853,Kavitha Naik,040-24772119,branch.vikarabad.market.road.branch@unionbankofindia.co.in,17.352122,77.865635,No,Yes,Yes,"Monday to Saturday (10:00 AM - 5:00 PM), Sunday Closed"
UBI016,Union Bank of India,Jagtial Rural Branch,Jagtial,Telangana,UBIN0858707,Vani Yadav,040-24283977,branch.jagtial.rural.branch@unionbankofindia.co.in,18.819859,78.891901,No,No,Yes,"Monday to Friday (10:00 AM - 4:00 PM), Saturday (10:00 AM - 2:00 PM)"
UBI017,Union Bank of India,Hyderabad Rural Branch,Hyderabad,Telangana,UBIN0722768,Anjali Goud,040-23511346,branch.hyderabad.rural.branch@unionbankofindia.co.in,17.34336,78.455114,Yes,No,No,"Monday to Friday (10:00 AM - 4:00 PM), Saturday (10:00 AM - 2:00 PM)"
UBI018,Union Bank of India,Wanaparthy Mandal Branch,Wanaparthy,Telangana,UBIN0151250,Kavitha Rathod,040-28466263,branch.wanaparthy.mandal.branch@unionbankofindia.co.in,16.399613,78.095724,No,Yes,Yes,"Monday to Friday (9:30 AM - 3:30 PM), Saturday (9:30 AM - 1:30 PM)"
UBI019,Union Bank of India,Warangal Urban Collectorate Road Branch,Warangal Urban,Telangana,UBIN0346268,Rajesh Verma,040-29882446,branch.warangal.urban.collectorate.road.branch@unionbankofindia.co.in,17.96622,79.63045,Yes,No,Yes,"Monday to Saturday (10:00 AM - 4:00 PM), except 2nd & 4th Saturday"
UBI020,Union Bank of India,Medchal-Malkajgiri RTC Cross Roads Branch,Medchal-Malkajgiri,Telangana,UBIN0925058,Swathi Naik,040-26368222,branch.medchal-malkajgiri.rtc.cross.roads.branch@unionbankofindia.co.in,17.593874,78.471116,Yes,Yes,Yes,"Monday to Saturday (10:00 AM - 5:00 PM), Sunday Closed"
UBI021,Union Bank of India,Jagtial Mandal Branch,Jagtial,Telangana,UBIN0710928,Sunil Verma,040-28916614,branch.jagtial.mandal.branch@unionbankofindia.co.in,18.792883,78.914411,Yes,Yes,Yes,"Monday to Saturday (10:00 AM - 5:00 PM), Sunday Closed"
UBI022,Union Bank of India,Mancherial Town Branch,Mancherial,Telangana,UBIN0260223,Sandhya Reddy Gari,040-26516295,branch.mancherial.town.branch@unionbankofindia.co.in,18.869188,79.433155,Yes,Yes,Yes,"Monday to Friday (9:30 AM - 3:30 PM), Saturday (9:30 AM - 1:30 PM)"
INDBK001,Indian Bank,Warangal Rural Extension Counter,Warangal Rural,Telangana,IDIB0537673,Suresh Chowdary,040-25326114,branch.warangal.rural.extension.counter@indianbank.co.in,17.935776,79.507458,Yes,Yes,Yes,"Monday to Friday (10:00 AM - 4:00 PM), Saturday (10:00 AM - 2:00 PM)"
INDBK002,Indian Bank,Mancherial RTC Cross Roads Branch,Mancherial,Telangana,IDIB0965399,Satish Verma,040-25512185,branch.mancherial.rtc.cross.roads.branch@indianbank.co.in,18.868462,79.430068,Yes,Yes,Yes,"Monday to Saturday (10:00 AM - 5:00 PM), Sunday Closed"
INDBK003,Indian Bank,Karimnagar Town Branch,Karimnagar,Telangana,IDIB0522836,Mahesh Goud,040-23634273,branch.karimnagar.town.branch@indianbank.co.in,18.391991,79.138592,Yes,No,Yes,"Monday to Saturday (10:00 AM - 5:00 PM), Sunday Closed"
INDBK004,Indian Bank,Siddipet Collectorate Road Branch,Siddipet,Telangana,IDIB0629471,Sunil Naik,040-22440135,branch.siddipet.collectorate.road.branch@indianbank.co.in,18.101808,78.847183,Yes,Yes,Yes,"Monday to Saturday (10:00 AM - 4:00 PM), except 2nd & 4th Saturday"
INDBK005,Indian Bank,Narayanpet Market Road Branch,Narayanpet,Telangana,IDIB0671157,Srinivas Reddy,040-24318822,branch.narayanpet.market.road.branch@indianbank.co.in,16.721401,77.535612,Yes,Yes,Yes,"Monday to Saturday (10:00 AM - 5:00 PM), Sunday Closed"
INDBK006,Indian Bank,Jogulamba Gadwal Town Branch,Jogulamba Gadwal,Telangana,IDIB0541248,Bhavani Reddy Gari,040-20884158,branch.jogulamba.gadwal.town.branch@indianbank.co.in,16.240641,77.841517,Yes,Yes,No,"Monday to Friday (9:30 AM - 3:30 PM), Saturday (9:30 AM - 1:30 PM)"
INDBK007,Indian Bank,Rangareddy Market Road Branch,Rangareddy,Telangana,IDIB0452732,Mahesh Reddy,040-25735586,branch.rangareddy.market.road.branch@indianbank.co.in,17.271101,78.509411,Yes,No,No,"Monday to Saturday (10:00 AM - 5:00 PM), Sunday Closed"
INDBK008,Indian Bank,Adilabad Bus Stand Branch,Adilabad,Telangana,IDIB0805002,Pooja Rao,040-25787912,branch.adilabad.bus.stand.branch@indianbank.co.in,19.686003,78.566459,Yes,Yes,No,"Monday to Friday (10:00 AM - 4:00 PM), Saturday (10:00 AM - 2:00 PM)"
INDBK009,Indian Bank,Peddapalli Rural Branch,Peddapalli,Telangana,IDIB0038430,Naveen Naik,040-24850331,branch.peddapalli.rural.branch@indianbank.co.in,18.646049,79.378756,No,Yes,Yes,"Monday to Friday (10:00 AM - 4:00 PM), Saturday (10:00 AM - 2:00 PM)"
INDBK010,Indian Bank,Peddapalli Extension Counter,Peddapalli,Telangana,IDIB0907145,Divya Chowdary,040-21771967,branch.peddapalli.extension.counter@indianbank.co.in,18.593743,79.377396,Yes,Yes,No,"Monday to Saturday (10:00 AM - 4:00 PM), except 2nd & 4th Saturday"
INDBK011,Indian Bank,Siddipet Agri Business Branch,Siddipet,Telangana,IDIB0720300,Padma Kumar,040-28545448,branch.siddipet.agri.business.branch@indianbank.co.in,18.067301,78.815596,Yes,No,Yes,"Monday to Saturday (10:00 AM - 5:00 PM), Sunday Closed"
INDBK012,Indian Bank,Bhadradri Kothagudem Collectorate Road Branch,Bhadradri Kothagudem,Telangana,IDIB0568627,Rajesh Sharma,040-28138505,branch.bhadradri.kothagudem.collectorate.road.branch@indianbank.co.in,17.573699,80.602176,No,Yes,Yes,"Monday to Friday (10:00 AM - 4:00 PM), Saturday (10:00 AM - 2:00 PM)"
INDBK013,Indian Bank,Vikarabad Circle Office Branch,Vikarabad,Telangana,IDIB0469344,Mahesh Naidu,040-29894777,branch.vikarabad.circle.office.branch@indianbank.co.in,17.294535,77.876575,Yes,No,No,"Monday to Saturday (10:00 AM - 4:00 PM), except 2nd & 4th Saturday"
INDBK014,Indian Bank,Mahbubnagar RTC Cross Roads Branch,Mahbubnagar,Telangana,IDIB0855781,Meena Yadav,040-22058353,branch.mahbubnagar.rtc.cross.roads.branch@indianbank.co.in,16.715769,78.007508,Yes,Yes,Yes,"Monday to Friday (9:30 AM - 3:30 PM), Saturday (9:30 AM - 1:30 PM)"
INDBK015,Indian Bank,Kamareddy Collectorate Road Branch,Kamareddy,Telangana,IDIB0095019,Sunil Goud,040-29751773,branch.kamareddy.collectorate.road.branch@indianbank.co.in,18.358158,78.323606,Yes,Yes,No,"Monday to Friday (9:30 AM - 3:30 PM), Saturday (9:30 AM - 1:30 PM)"
INDBK016,Indian Bank,Mancherial Bus Stand Branch,Mancherial,Telangana,IDIB0747336,Divya Goud,040-23518396,branch.mancherial.bus.stand.branch@indianbank.co.in,18.878934,79.433916,Yes,Yes,No,"Monday to Friday (9:30 AM - 3:30 PM), Saturday (9:30 AM - 1:30 PM)"
INDBK017,Indian Bank,Mahabubabad RTC Cross Roads Branch,Mahabubabad,Telangana,IDIB0744664,Swathi Naidu,040-28999372,branch.mahabubabad.rtc.cross.roads.branch@indianbank.co.in,17.551113,79.995202,Yes,Yes,No,"Monday to Friday (9:30 AM - 3:30 PM), Saturday (9:30 AM - 1:30 PM)"
INDBK018,Indian Bank,Kumuram Bheem Asifabad Town Branch,Kumuram Bheem Asifabad,Telangana,IDIB0352924,Suresh Reddy,040-21376345,branch.kumuram.bheem.asifabad.town.branch@indianbank.co.in,19.401419,79.260479,Yes,Yes,Yes,"Monday to Saturday (10:00 AM - 5:00 PM), Sunday Closed"
INDBK019,Indian Bank,Vikarabad Town Branch,Vikarabad,Telangana,IDIB0861537,Anjali Naik,040-24191215,branch.vikarabad.town.branch@indianbank.co.in,17.306026,77.907746,Yes,No,Yes,"Monday to Friday (9:30 AM - 3:30 PM), Saturday (9:30 AM - 1:30 PM)"
INDBK020,Indian Bank,Jogulamba Gadwal Rural Branch,Jogulamba Gadwal,Telangana,IDIB0479086,Vijay Patel,040-24376506,branch.jogulamba.gadwal.rural.branch@indianbank.co.in,16.224242,77.80082,Yes,No,No,"Monday to Saturday (10:00 AM - 4:00 PM), except 2nd & 4th Saturday"
INDBK021,Indian Bank,Suryapet Circle Office Branch,Suryapet,Telangana,IDIB0145869,Swathi Naidu,040-29713304,branch.suryapet.circle.office.branch@indianbank.co.in,17.163212,79.638146,Yes,Yes,No,"Monday to Friday (9:30 AM - 3:30 PM), Saturday (9:30 AM - 1:30 PM)"
INDBK022,Indian Bank,Nizamabad RTC Cross Roads Branch,Nizamabad,Telangana,IDIB0375504,Venkatesh Sharma,040-22923127,branch.nizamabad.rtc.cross.roads.branch@indianbank.co.in,18.666456,78.073538,Yes,Yes,Yes,"Monday to Saturday (10:00 AM - 5:00 PM), Sunday Closed"
ICICI001,ICICI Bank,Siddipet Agri Business Branch,Siddipet,Telangana,ICIC0609800,Anil Verma,040-22011594,branch.siddipet.agri.business.branch@icicibank.com,18.120377,78.872254,Yes,Yes,No,"Monday to Saturday (10:00 AM - 4:00 PM), except 2nd & 4th Saturday"
ICICI002,ICICI Bank,Hyderabad Main Branch,Hyderabad,Telangana,ICIC0152702,Sandhya Chowdary,040-28519541,branch.hyderabad.main.branch@icicibank.com,17.39043,78.502423,Yes,No,Yes,"Monday to Saturday (10:00 AM - 4:00 PM), except 2nd & 4th Saturday"
ICICI003,ICICI Bank,Mahbubnagar Main Branch,Mahbubnagar,Telangana,ICIC0384828,Naveen Sharma,040-21927295,branch.mahbubnagar.main.branch@icicibank.com,16.778718,78.023594,Yes,Yes,No,"Monday to Saturday (10:00 AM - 5:00 PM), Sunday Closed"
ICICI004,ICICI Bank,Jogulamba Gadwal Gandhi Chowk Branch,Jogulamba Gadwal,Telangana,ICIC0198501,Naveen Sharma,040-26439377,branch.jogulamba.gadwal.gandhi.chowk.branch@icicibank.com,16.275284,77.844933,Yes,Yes,Yes,"Monday to Friday (10:00 AM - 4:00 PM), Saturday (10:00 AM - 2:00 PM)"
ICICI005,ICICI Bank,Jagtial Circle Office Branch,Jagtial,Telangana,ICIC0919963,Padma Rathod,040-25950477,branch.jagtial.circle.office.branch@icicibank.com,18.774464,78.86116,Yes,No,Yes,"Monday to Friday (9:30 AM - 3:30 PM), Saturday (9:30 AM - 1:30 PM)"
ICICI006,ICICI Bank,Jogulamba Gadwal Mandal Branch,Jogulamba Gadwal,Telangana,ICIC0401471,Naveen Yadav,040-27323951,branch.jogulamba.gadwal.mandal.branch@icicibank.com,16.190576,77.774523,Yes,Yes,Yes,"Monday to Friday (10:00 AM - 4:00 PM), Saturday (10:00 AM - 2:00 PM)"
ICICI007,ICICI Bank,Nalgonda Mandal Branch,Nalgonda,Telangana,ICIC0896385,Rekha Sharma,040-22840209,branch.nalgonda.mandal.branch@icicibank.com,17.065861,79.317902,Yes,Yes,Yes,"Monday to Friday (10:00 AM - 4:00 PM), Saturday (10:00 AM - 2:00 PM)"
ICICI008,ICICI Bank,Kumuram Bheem Asifabad Main Branch,Kumuram Bheem Asifabad,Telangana,ICIC0070620,Rajesh Reddy,040-20876105,branch.kumuram.bheem.asifabad.main.branch@icicibank.com,19.371262,79.268019,Yes,No,Yes,"Monday to Saturday (10:00 AM - 5:00 PM), Sunday Closed"
ICICI009,ICICI Bank,Kumuram Bheem Asifabad Mandal Branch,Kumuram Bheem Asifabad,Telangana,ICIC0827210,Padma Verma,040-27588028,branch.kumuram.bheem.asifabad.mandal.branch@icicibank.com,19.32395,79.300362,Yes,Yes,Yes,"Monday to Saturday (10:00 AM - 5:00 PM), Sunday Closed"
ICICI010,ICICI Bank,Nagarkurnool Town Branch,Nagarkurnool,Telangana,ICIC0050996,Prasad Goud,040-20538430,branch.nagarkurnool.town.branch@icicibank.com,16.434279,78.298033,Yes,Yes,Yes,"Monday to Saturday (10:00 AM - 4:00 PM), except 2nd & 4th Saturday"
ICICI011,ICICI Bank,Warangal Urban Collectorate Road Branch,Warangal Urban,Telangana,ICIC0291544,Deepika Prasad,040-22026686,branch.warangal.urban.collectorate.road.branch@icicibank.com,17.983041,79.610292,Yes,No,Yes,"Monday to Saturday (10:00 AM - 4:00 PM), except 2nd & 4th Saturday"
ICICI012,ICICI Bank,Nizamabad Main Branch,Nizamabad,Telangana,ICIC0468526,Bhavani Prasad,040-29168703,branch.nizamabad.main.branch@icicibank.com,18.658338,78.104624,Yes,Yes,Yes,"Monday to Friday (9:30 AM - 3:30 PM), Saturday (9:30 AM - 1:30 PM)"
ICICI013,ICICI Bank,Nirmal Mandal Branch,Nirmal,Telangana,ICIC0410755,Venkatesh Naik,040-25865313,branch.nirmal.mandal.branch@icicibank.com,19.127003,78.368544,No,Yes,Yes,"Monday to Saturday (10:00 AM - 5:00 PM), Sunday Closed"
ICICI014,ICICI Bank,Sangareddy Extension Counter,Sangareddy,Telangana,ICIC0974641,Anil Chowdary,040-21927684,branch.sangareddy.extension.counter@icicibank.com,17.653649,78.042719,Yes,Yes,No,"Monday to Friday (10:00 AM - 4:00 PM), Saturday (10:00 AM - 2:00 PM)"
ICICI015,ICICI Bank,Karimnagar RTC Cross Roads Branch,Karimnagar,Telangana,ICIC0299895,Anitha Patel,040-26276138,branch.karimnagar.rtc.cross.roads.branch@icicibank.com,18.481277,79.09413,Yes,Yes,No,"Monday to Friday (9:30 AM - 3:30 PM), Saturday (9:30 AM - 1:30 PM)"
ICICI016,ICICI Bank,Nalgonda Bus Stand Branch,Nalgonda,Telangana,ICIC0965184,Ravinder Yadav,040-28477727,branch.nalgonda.bus.stand.branch@icicibank.com,17.102226,79.28727,No,Yes,Yes,"Monday to Friday (9:30 AM - 3:30 PM), Saturday (9:30 AM - 1:30 PM)"
ICICI017,ICICI Bank,Warangal Urban Circle Office Branch,Warangal Urban,Telangana,ICIC0710000,Rekha Goud,040-28993520,branch.warangal.urban.circle.office.branch@icicibank.com,17.989524,79.546775,Yes,Yes,Yes,"Monday to Friday (9:30 AM - 3:30 PM), Saturday (9:30 AM - 1:30 PM)"
ICICI018,ICICI Bank,Peddapalli Extension Counter,Peddapalli,Telangana,ICIC0720125,Padma Naidu,040-25874244,branch.peddapalli.extension.counter@icicibank.com,18.608553,79.365451,Yes,Yes,Yes,"Monday to Saturday (10:00 AM - 4:00 PM), except 2nd & 4th Saturday"
ICICI019,ICICI Bank,Nirmal Mandal Branch (2),Nirmal,Telangana,ICIC0969186,Mahesh Verma,040-20318741,branch.nirmal.mandal.branch.(2)@icicibank.com,19.106577,78.354484,Yes,Yes,Yes,"Monday to Friday (10:00 AM - 4:00 PM), Saturday (10:00 AM - 2:00 PM)"
ICICI020,ICICI Bank,Nagarkurnool Circle Office Branch,Nagarkurnool,Telangana,ICIC0333577,Ramesh Kumar,040-23461221,branch.nagarkurnool.circle.office.branch@icicibank.com,16.445608,78.290244,Yes,Yes,Yes,"Monday to Saturday (10:00 AM - 4:00 PM), except 2nd & 4th Saturday"
ICICI021,ICICI Bank,Jayashankar Bhupalpally Collectorate Road Branch,Jayashankar Bhupalpally,Telangana,ICIC0972062,Venkatesh Yadav,040-25811430,branch.jayashankar.bhupalpally.collectorate.road.branch@icicibank.com,18.425104,79.932729,Yes,Yes,Yes,"Monday to Saturday (10:00 AM - 4:00 PM), except 2nd & 4th Saturday"
ICICI022,ICICI Bank,Kamareddy Market Road Branch,Kamareddy,Telangana,ICIC0829449,Ramesh Naik,040-24768858,branch.kamareddy.market.road.branch@icicibank.com,18.338614,78.384526,Yes,No,No,"Monday to Friday (9:30 AM - 3:30 PM), Saturday (9:30 AM - 1:30 PM)"
HDFC001,HDFC Bank,Nalgonda Agri Business Branch,Nalgonda,Telangana,HDFC0023867,Pooja Yadav,040-27498021,branch.nalgonda.agri.business.branch@hdfcbank.com,17.016205,79.236147,Yes,No,Yes,"Monday to Saturday (10:00 AM - 4:00 PM), except 2nd & 4th Saturday"
HDFC002,HDFC Bank,Kamareddy RTC Cross Roads Branch,Kamareddy,Telangana,HDFC0882963,Sandhya Rao,040-22226408,branch.kamareddy.rtc.cross.roads.branch@hdfcbank.com,18.313693,78.331898,Yes,No,Yes,"Monday to Friday (9:30 AM - 3:30 PM), Saturday (9:30 AM - 1:30 PM)"
HDFC003,HDFC Bank,Jangaon Gandhi Chowk Branch,Jangaon,Telangana,HDFC0360865,Deepika Reddy,040-25765705,branch.jangaon.gandhi.chowk.branch@hdfcbank.com,17.745683,79.191997,Yes,Yes,Yes,"Monday to Friday (10:00 AM - 4:00 PM), Saturday (10:00 AM - 2:00 PM)"
HDFC004,HDFC Bank,Nizamabad Gandhi Chowk Branch,Nizamabad,Telangana,HDFC0431441,Anitha Verma,040-27895235,branch.nizamabad.gandhi.chowk.branch@hdfcbank.com,18.649351,78.10408,No,Yes,No,"Monday to Friday (9:30 AM - 3:30 PM), Saturday (9:30 AM - 1:30 PM)"
HDFC005,HDFC Bank,Kamareddy Town Branch,Kamareddy,Telangana,HDFC0223390,Vijay Yadav,040-27488012,branch.kamareddy.town.branch@hdfcbank.com,18.3462,78.298945,No,No,No,"Monday to Friday (9:30 AM - 3:30 PM), Saturday (9:30 AM - 1:30 PM)"
HDFC006,HDFC Bank,Jogulamba Gadwal Rural Branch,Jogulamba Gadwal,Telangana,HDFC0867949,Prasad Reddy,040-25073252,branch.jogulamba.gadwal.rural.branch@hdfcbank.com,16.185667,77.854421,Yes,No,No,"Monday to Saturday (10:00 AM - 5:00 PM), Sunday Closed"
HDFC007,HDFC Bank,Kamareddy Agri Business Branch,Kamareddy,Telangana,HDFC0015394,Anitha Patel,040-25203117,branch.kamareddy.agri.business.branch@hdfcbank.com,18.315651,78.320099,No,Yes,Yes,"Monday to Saturday (10:00 AM - 4:00 PM), except 2nd & 4th Saturday"
HDFC008,HDFC Bank,Khammam Mandal Branch,Khammam,Telangana,HDFC0066876,Naveen Verma,040-27341062,branch.khammam.mandal.branch@hdfcbank.com,17.28259,80.142797,Yes,Yes,Yes,"Monday to Saturday (10:00 AM - 5:00 PM), Sunday Closed"
HDFC009,HDFC Bank,Kumuram Bheem Asifabad Main Branch,Kumuram Bheem Asifabad,Telangana,HDFC0964902,Vani Naik,040-29513580,branch.kumuram.bheem.asifabad.main.branch@hdfcbank.com,19.330207,79.240709,Yes,No,Yes,"Monday to Friday (10:00 AM - 4:00 PM), Saturday (10:00 AM - 2:00 PM)"
HDFC010,HDFC Bank,Siddipet RTC Cross Roads Branch,Siddipet,Telangana,HDFC0069857,Suresh Rathod,040-24403390,branch.siddipet.rtc.cross.roads.branch@hdfcbank.com,18.131673,78.809266,No,No,Yes,"Monday to Friday (9:30 AM - 3:30 PM), Saturday (9:30 AM - 1:30 PM)"
HDFC011,HDFC Bank,Kumuram Bheem Asifabad Extension Counter,Kumuram Bheem Asifabad,Telangana,HDFC0882360,Vijay Sharma,040-23566219,branch.kumuram.bheem.asifabad.extension.counter@hdfcbank.com,19.357059,79.281904,Yes,Yes,Yes,"Monday to Friday (10:00 AM - 4:00 PM), Saturday (10:00 AM - 2:00 PM)"
HDFC012,HDFC Bank,Medak Town Branch,Medak,Telangana,HDFC0261717,Suresh Yadav,040-20145559,branch.medak.town.branch@hdfcbank.com,18.084359,78.267059,Yes,Yes,No,"Monday to Friday (10:00 AM - 4:00 PM), Saturday (10:00 AM - 2:00 PM)"
HDFC013,HDFC Bank,Mahbubnagar Agri Business Branch,Mahbubnagar,Telangana,HDFC0867113,Sandhya Goud,040-23646640,branch.mahbubnagar.agri.business.branch@hdfcbank.com,16.701271,78.035213,Yes,Yes,No,"Monday to Friday (10:00 AM - 4:00 PM), Saturday (10:00 AM - 2:00 PM)"
HDFC014,HDFC Bank,Nagarkurnool Collectorate Road Branch,Nagarkurnool,Telangana,HDFC0032607,Venkatesh Patel,040-28420676,branch.nagarkurnool.collectorate.road.branch@hdfcbank.com,16.46045,78.354961,Yes,No,Yes,"Monday to Saturday (10:00 AM - 4:00 PM), except 2nd & 4th Saturday"
HDFC015,HDFC Bank,Hyderabad Main Branch,Hyderabad,Telangana,HDFC0702085,Kavitha Rao,040-27058885,branch.hyderabad.main.branch@hdfcbank.com,17.343303,78.519511,Yes,Yes,No,"Monday to Friday (10:00 AM - 4:00 PM), Saturday (10:00 AM - 2:00 PM)"
HDFC016,HDFC Bank,Warangal Rural Main Branch,Warangal Rural,Telangana,HDFC0485221,Padma Rathod,040-28157247,branch.warangal.rural.main.branch@hdfcbank.com,17.97639,79.438546,No,No,Yes,"Monday to Friday (9:30 AM - 3:30 PM), Saturday (9:30 AM - 1:30 PM)"
HDFC017,HDFC Bank,Wanaparthy Main Branch,Wanaparthy,Telangana,HDFC0310030,Mahesh Naidu,040-22958849,branch.wanaparthy.main.branch@hdfcbank.com,16.329395,78.067487,No,No,Yes,"Monday to Saturday (10:00 AM - 5:00 PM), Sunday Closed"
HDFC018,HDFC Bank,Sangareddy Gandhi Chowk Branch,Sangareddy,Telangana,HDFC0854405,Satish Rao,040-29528031,branch.sangareddy.gandhi.chowk.branch@hdfcbank.com,17.626114,78.128994,Yes,Yes,No,"Monday to Saturday (10:00 AM - 4:00 PM), except 2nd & 4th Saturday"
HDFC019,HDFC Bank,Vikarabad Collectorate Road Branch,Vikarabad,Telangana,HDFC0779649,Venkatesh Rao,040-20062622,branch.vikarabad.collectorate.road.branch@hdfcbank.com,17.32233,77.896898,Yes,Yes,Yes,"Monday to Saturday (10:00 AM - 4:00 PM), except 2nd & 4th Saturday"
HDFC020,HDFC Bank,Yadadri Bhuvanagiri Circle Office Branch,Yadadri Bhuvanagiri,Telangana,HDFC0384761,Vijay Sharma,040-29720398,branch.yadadri.bhuvanagiri.circle.office.branch@hdfcbank.com,17.570344,79.07406,Yes,No,Yes,"Monday to Friday (10:00 AM - 4:00 PM), Saturday (10:00 AM - 2:00 PM)"
HDFC021,HDFC Bank,Kumuram Bheem Asifabad Gandhi Chowk Branch,Kumuram Bheem Asifabad,Telangana,HDFC0361460,Kavitha Chowdary,040-29227185,branch.kumuram.bheem.asifabad.gandhi.chowk.branch@hdfcbank.com,19.376758,79.296359,Yes,Yes,No,"Monday to Saturday (10:00 AM - 5:00 PM), Sunday Closed"
HDFC022,HDFC Bank,Mahbubnagar RTC Cross Roads Branch,Mahbubnagar,Telangana,HDFC0518740,Deepika Sharma,040-26995589,branch.mahbubnagar.rtc.cross.roads.branch@hdfcbank.com,16.724852,78.027708,No,Yes,No,"Monday to Friday (9:30 AM - 3:30 PM), Saturday (9:30 AM - 1:30 PM)"
AXIS001,Axis Bank,Sangareddy Market Road Branch,Sangareddy,Telangana,UTIB0203769,Sunil Goud,040-28994518,branch.sangareddy.market.road.branch@axisbank.com,17.661994,78.108234,Yes,Yes,Yes,"Monday to Saturday (10:00 AM - 4:00 PM), except 2nd & 4th Saturday"
AXIS002,Axis Bank,Nagarkurnool Market Road Branch,Nagarkurnool,Telangana,UTIB0584280,Krishna Sharma,040-21800095,branch.nagarkurnool.market.road.branch@axisbank.com,16.479274,78.28371,Yes,Yes,No,"Monday to Saturday (10:00 AM - 5:00 PM), Sunday Closed"
